experiment,run_id,delay_ms,run_number,injection_point,bag_file,timing_file,source_bag_path,source_timing_path,bag_duration_s,goal_ros_time_s,result_ros_time_s,mission_duration_s,observation_duration_s,result_from_bag,result_status_text,recovery_indicated_by_status,odom_path_length_m,minimum_scan_m,mean_abs_linear_cmd_m_s,max_abs_linear_cmd_m_s,mean_abs_angular_cmd_rad_s,max_abs_angular_cmd_rad_s,stop_command_fraction,mean_cmd_gap_ms,median_cmd_gap_ms,p95_cmd_gap_ms,max_cmd_gap_ms,mean_scan_age_ms,max_scan_age_ms,mean_amcl_age_ms,max_amcl_age_ms,startup_window_s,startup_path_length_5s_m,startup_net_displacement_5s_m,startup_efficiency_5s,startup_angular_sign_changes_5s,startup_reverse_cmd_count_5s,startup_mean_abs_angular_cmd_rad_s,startup_max_abs_angular_cmd_rad_s,time_to_first_motion_s,odom_messages_mission,scan_messages_mission,amcl_messages_mission,cmd_vel_messages_mission,timing_scope,timing_event_count_total,timing_event_count_condition,timing_event_count_used,requested_delay_ms_from_csv,measured_delay_ms_n,measured_delay_ms_mean,measured_delay_ms_median,measured_delay_ms_stdev,measured_delay_ms_min,measured_delay_ms_p95,measured_delay_ms_max,delay_error_ms_n,delay_error_ms_mean,delay_error_ms_median,delay_error_ms_stdev,delay_error_ms_min,delay_error_ms_p95,delay_error_ms_max,internal_interval_median_ms,internal_interval_max_ms,internal_displacement_median_ms,internal_displacement_max_ms,pose_displacement_scope,pose_displacement_sample_count,te1_legacy_control_rows_excluded,te1_legacy_control_check_mismatches,te1_unknown_hook_rows_excluded,pose_temporal_displacement_ms_n,pose_temporal_displacement_ms_mean,pose_temporal_displacement_ms_median,pose_temporal_displacement_ms_stdev,pose_temporal_displacement_ms_min,pose_temporal_displacement_ms_p95,pose_temporal_displacement_ms_max,tf_temporal_displacement_ms_n,tf_temporal_displacement_ms_mean,tf_temporal_displacement_ms_median,tf_temporal_displacement_ms_stdev,tf_temporal_displacement_ms_min,tf_temporal_displacement_ms_p95,tf_temporal_displacement_ms_max,tf_timestamp_lag_ms_n,tf_timestamp_lag_ms_mean,tf_timestamp_lag_ms_median,tf_timestamp_lag_ms_stdev,tf_timestamp_lag_ms_min,tf_timestamp_lag_ms_p95,tf_timestamp_lag_ms_max,tf_future_margin_ms_n,tf_future_margin_ms_mean,tf_future_margin_ms_median,tf_future_margin_ms_stdev,tf_future_margin_ms_min,tf_future_margin_ms_p95,tf_future_margin_ms_max,nominal_controller_period_ms,scheduling_displacement_ms_n,scheduling_displacement_ms_mean,scheduling_displacement_ms_median,scheduling_displacement_ms_stdev,scheduling_displacement_ms_min,scheduling_displacement_ms_p95,scheduling_displacement_ms_max,planner_computation_ms_n,planner_computation_ms_mean,planner_computation_ms_median,planner_computation_ms_stdev,planner_computation_ms_min,planner_computation_ms_p95,planner_computation_ms_max,command_ready_latency_ms_n,command_ready_latency_ms_mean,command_ready_latency_ms_median,command_ready_latency_ms_stdev,command_ready_latency_ms_min,command_ready_latency_ms_p95,command_ready_latency_ms_max,command_publish_latency_ms_n,command_publish_latency_ms_mean,command_publish_latency_ms_median,command_publish_latency_ms_stdev,command_publish_latency_ms_min,command_publish_latency_ms_p95,command_publish_latency_ms_max,command_publish_interval_ms_n,command_publish_interval_ms_mean,command_publish_interval_ms_median,command_publish_interval_ms_stdev,command_publish_interval_ms_min,command_publish_interval_ms_p95,command_publish_interval_ms_max,effective_publish_rate_hz_n,effective_publish_rate_hz_mean,effective_publish_rate_hz_median,effective_publish_rate_hz_stdev,effective_publish_rate_hz_min,effective_publish_rate_hz_p95,effective_publish_rate_hz_max,diagnostic_period_exceedance_ratio,deadline_miss_ratio,valid_command_ratio,zero_command_publish_intervals,negative_command_publish_intervals_excluded,te4_invalid_rows_excluded,te4_nonincreasing_publish_rows_excluded,te4_timestamp_order_rows_excluded,te4_latency_consistency_rows_excluded
T-E4,te4_50ms_run-05,50,5,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay50/delay50_run-5.bag,move_base_computeVelocityCommands/delay50/delay_results-5.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay50/delay50_run-5.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay50/delay_results-5.csv,31.447,21.298,44.503,23.205,,SUCCEEDED,Goal reached.,no,4.437883493,0.242284849,0.191537659,0.219999999,0.288242144,1.500095591,0.025751073,100.021551724,100,116.45,177,0.431034483,4,35.225806452,57,5,0.942742218,0.879600342,0.93302318,1,0,0.38114925,1.352231622,0.177,696,116,31,233,valid_condition_rows_all_recording,231,231,231,50,231,50.402995671,50.297,0.479406649,50.036,50.901,54.544,231,0.402995671,0.297,0.479406649,0.036,0.901,4.544,100,160,50,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,231,49.428571429,50,3.019193262,41,54,59,231,29.148891775,29.27,11.30363984,0.097,42.4345,104.049,231,77.705627706,78,11.837666979,44,94.5,150,231,78.077922078,78,11.900785031,44,94.5,150,230,99.87826087,100,9.926056598,73,115,160,230,10.108032354,10,0.990297237,6.25,11.904761905,13.698630137,0.025974026,0.025974026,1,0,0,0,0,0,0
T-E4,te4_100ms_run-01,100,1,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay100/delay100_run-1.bag,move_base_computeVelocityCommands/delay100/delay_results-1.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay100/delay100_run-1.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay100/delay_results-1.csv,28.16,23.319,46.957,23.638,,SUCCEEDED,Goal reached.,no,4.422423709,0.251499921,0.180738087,0.219999999,0.287553459,1.37,0.052631579,125.068783069,127,143,228,0.739495798,16,17.724137931,68,5,0.924029708,0.857440758,0.927936353,1,0,0.399697607,1.113633752,0.228,709,119,29,190,valid_condition_rows_all_recording,188,188,188,100,188,100.453335106,100.305,0.775580652,100.041,100.866,107.402,188,0.453335106,0.305,0.775580652,0.041,0.866,7.402,127,155,99,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,188,98.872340426,99,4.500110617,87,106.65,115,188,26.137526596,28.438,10.930360896,0.092,38.8613,53.299,188,124.372340426,126,12.483130043,91,141,155,188,124.585106383,126.5,12.564196287,91,141,155,187,125.171122995,127,12.337224916,91,141.7,155,187,8.075620098,7.874015748,0.892086823,6.451612903,10.101010101,10.989010989,0.89893617,0.89893617,1,0,0,0,0,0,0
T-E4,te4_100ms_run-02,100,2,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay100/delay100_run-2.bag,move_base_computeVelocityCommands/delay100/delay_results-2.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay100/delay100_run-2.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay100/delay_results-2.csv,40.996,43.449,67.704,24.255,,SUCCEEDED,Goal reached.,no,4.430720877,0.259027421,0.177550603,0.219999999,0.32361445,1.650223324,0.041237113,125.67357513,128,145.8,235,0.537190083,5,30.612903226,39,5,0.878895963,0.805583483,0.916585713,3,1,0.389568642,1.15822506,0.235,728,121,31,194,valid_condition_rows_all_recording,192,192,192,100,192,100.432947917,100.2995,0.539715688,100.034,101.1417,105.455,192,0.432947917,0.2995,0.539715688,0.034,1.1417,5.455,127,162,99,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,192,99.171875,99,4.492767967,79,106,109,192,26.865322917,27.783,12.587923441,0.109,46.1819,62.966,192,125.109375,127,13.107030831,79,143.45,162,192,125.432291667,127,13.256850406,79,144.45,162,191,125.764397906,127,13.358300772,79,144.5,162,191,8.050750065,7.874015748,0.955333494,6.172839506,10,12.658227848,0.9375,0.9375,1,0,0,0,0,0,0
T-E4,te4_100ms_run-03,100,3,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay100/delay100_run-3.bag,move_base_computeVelocityCommands/delay100/delay_results-3.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay100/delay100_run-3.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay100/delay_results-3.csv,28.521,22.713,46.441,23.728,,SUCCEEDED,Goal reached.,no,4.444365886,0.238920256,0.183637357,0.219999999,0.312051777,1.488781255,0.037037037,126.212765957,128,143,232,0.596638655,9,25.379310345,64,5,0.871415796,0.790277542,0.906889163,1,1,0.390025559,1.146138668,0.232,712,119,29,189,valid_condition_rows_all_recording,187,187,187,100,187,100.422326203,100.298,0.62595104,100.045,100.8783,106.761,187,0.422326203,0.298,0.62595104,0.045,0.8783,6.761,128,155,100,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,187,100.155080214,100,3.694301536,90,106.7,110,187,26.080951872,27.554,10.075414099,0.077,39.6478,48.485,187,125.454545455,127,10.865344839,94,140,153,187,125.860962567,128,11.074621047,94,140.7,155,186,126.327956989,128,11.175019106,94,141.75,155,186,7.98444439,7.8125,0.786581265,6.451612903,9.975247525,10.638297872,0.941176471,0.941176471,1,0,0,0,0,0,0
T-E4,te4_100ms_run-04,100,4,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay100/delay100_run-4.bag,move_base_computeVelocityCommands/delay100/delay_results-4.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay100/delay100_run-4.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay100/delay_results-4.csv,28.499,15.703,39.1,23.397,,SUCCEEDED,Goal reached.,no,4.422273554,0.272885084,0.184733952,0.219999999,0.299590305,1.441630716,0.043010753,126.47027027,128,143.6,240,0.615384615,6,24.310344828,55,5,0.894484455,0.833489154,0.931809546,1,0,0.410459572,1.092703581,0.24,702,117,29,186,valid_condition_rows_all_recording,184,184,184,100,184,100.449293478,100.2905,0.803702192,100.039,101.0734,107.767,184,0.449293478,0.2905,0.803702192,0.039,1.0734,7.767,128,154,100,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,184,99.951086957,100,3.88112976,87,106,110,184,26.654755435,28.464,10.001518619,0.093,38.21565,45.456,184,125.75,128,11.214378943,87,141,152,184,126.097826087,128,11.228437534,87,141,152,183,126.540983607,128,11.230218903,87,141,154,183,7.972323894,7.8125,0.798506682,6.493506494,9.900990099,11.494252874,0.945652174,0.945652174,1,0,0,0,0,0,0
T-E4,te4_100ms_run-05,100,5,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay100/delay100_run-5.bag,move_base_computeVelocityCommands/delay100/delay_results-5.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay100/delay100_run-5.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay100/delay_results-5.csv,28.686,20.184,43.471,23.287,,SUCCEEDED,Goal reached.,no,4.423633038,0.241660938,0.186462469,0.219999999,0.288493069,1.432381767,0.032432432,126.559782609,127,142.85,230,0.387931034,4,23.034482759,54,5,0.861267189,0.789812984,0.91703596,1,1,0.351665902,1.22008884,0.23,699,116,29,185,valid_condition_rows_all_recording,183,183,183,100,183,100.444704918,100.281,0.700451205,100.049,100.9569,106.353,183,0.444704918,0.281,0.700451205,0.049,0.9569,6.353,127.5,174,100,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,183,99.918032787,100,4.014924419,87,106,113,183,27.068808743,27.457,10.376414327,0.115,40.3075,75.403,183,125.989071038,127,10.905684107,97,141,174,183,126.349726776,127,10.95786573,97,141.9,174,182,126.686813187,127.5,11.024620451,97,142.95,174,182,7.956534088,7.843257874,0.739147245,5.747126437,9.803921569,10.309278351,0.956284153,0.956284153,1,0,0,0,0,0,0
T-E4,te4_200ms_run-01,200,1,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay200/delay200_run-1.bag,move_base_computeVelocityCommands/delay200/delay_results-1.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay200/delay200_run-1.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay200/delay_results-1.csv,29.881,35.543,58.98,23.437,,SUCCEEDED,Goal reached.,no,4.450577713,0.274870723,0.185547728,0.219999999,0.284596346,1.429741074,0.047169811,223.20952381,225,240.4,333,0.709401709,16,25.8,59,5,0.907762241,0.846236761,0.932222913,1,0,0.379212112,1.300668597,0.333,703,117,30,106,valid_condition_rows_all_recording,104,104,104,200,104,200.344692308,200.2965,0.243982773,200.068,200.82175,201.621,104,0.344692308,0.2965,0.243982773,0.068,0.82175,1.621,225,280,198.5,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,104,198.086538462,198.5,4.201503607,189,204,208,104,26.462528846,26.479,11.044497626,0.157,39.1448,85.625,104,223.403846154,224.5,11.819450179,191,237,280,104,223.846153846,225,11.871291332,192,237,280,103,224.310679612,225,11.778202804,192,237.9,280,103,4.470333275,4.444444444,0.23701722,3.571428571,5.050505051,5.208333333,1,1,1,0,0,0,0,0,0
T-E4,te4_200ms_run-02,200,2,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay200/delay200_run-2.bag,move_base_computeVelocityCommands/delay200/delay_results-2.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay200/delay200_run-2.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay200/delay_results-2.csv,30.891,54.333,78.63,24.297,,SUCCEEDED,Goal reached.,no,4.501113891,0.24038887,0.181846851,0.219999999,0.294335972,1.455016567,0.045454545,222.908256881,226,237,324,0.581967213,7,20.903225806,63,5,0.741158492,0.576679943,0.778079114,2,1,0.350203266,1.11831522,0.324,729,122,31,110,valid_condition_rows_all_recording,108,108,108,200,108,200.362138889,200.319,0.244068761,200.068,200.65065,201.938,108,0.362138889,0.319,0.244068761,0.068,0.65065,1.938,225,264,198,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,108,198.231481481,198,4.917271642,185,205.65,215,108,26.249416667,26.7705,9.956179162,0.12,37.0013,65.686,108,223.425925926,224,10.638673679,195,236,262,108,223.694444444,224.5,10.614272118,195,236,262,107,224.046728972,225,10.640243274,195,236.7,264,107,4.473654407,4.444444444,0.219817951,3.787878788,4.96773558,5.128205128,1,1,1,0,0,0,0,0,0
T-E4,te4_200ms_run-03,200,3,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay200/delay200_run-3.bag,move_base_computeVelocityCommands/delay200/delay_results-3.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay200/delay200_run-3.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay200/delay_results-3.csv,31.109,31.655,56.169,24.514,,SUCCEEDED,Goal reached.,no,4.46522129,0.271160066,0.178849778,0.219999999,0.282510871,1.37,0.063063063,222.854545455,226,241.55,330,0.487804878,5,27.166666667,54,5,0.84684384,0.774608959,0.914701061,3,1,0.39703156,1.189196229,0.33,735,123,30,111,valid_condition_rows_all_recording,109,109,109,200,109,200.345614679,200.278,0.258751343,200.036,200.7094,201.824,109,0.345614679,0.278,0.258751343,0.036,0.7094,1.824,226,253,198,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,109,198.412844037,198,4.418418959,186,204,212,109,25.913091743,27.755,11.061410075,0.106,38.619,61.613,109,223.266055046,225,12.321046584,189,240,252,109,223.559633028,225,12.494762749,189,240.6,253,108,223.972222222,226,12.582036099,189,240.65,253,108,4.479573027,4.424778761,0.265632891,3.95256917,5.067169153,5.291005291,1,1,1,0,0,0,0,0,0
T-E4,te4_200ms_run-04,200,4,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay200/delay200_run-4.bag,move_base_computeVelocityCommands/delay200/delay_results-4.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay200/delay200_run-4.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay200/delay_results-4.csv,28.175,25.836,49.204,23.368,,SUCCEEDED,Goal reached.,no,4.439428929,0.258419991,0.184264046,0.219999999,0.295130419,1.37,0.047169811,222.552380952,225,237,342,0.427350427,7,35.25,55,5,0.904501412,0.82946424,0.917040294,1,0,0.393564853,1.125260115,0.342,702,117,28,106,valid_condition_rows_all_recording,104,104,104,200,104,200.355,200.3055,0.247960418,200.093,200.68285,201.833,104,0.355,0.3055,0.247960418,0.093,0.68285,1.833,226,244,198,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,104,198.480769231,198,4.421880216,187,205.85,209,104,25.042653846,26.913,9.202648593,0.086,35.17515,38.749,104,222.75,225.5,10.410739414,193,235.85,242,104,223.221153846,226,10.814370815,193,236.85,244,103,223.553398058,226,10.83361522,193,237,244,103,4.484127798,4.424778761,0.228132971,4.098360656,4.997512438,5.18134715,1,1,1,0,0,0,0,0,0
T-E4,te4_200ms_run-05,200,5,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay200/delay200_run-5.bag,move_base_computeVelocityCommands/delay200/delay_results-5.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay200/delay200_run-5.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay200/delay_results-5.csv,34.222,18.788,46.966,28.178,,SUCCEEDED,Goal reached.,no,5.149638088,0.260309368,0.184412776,0.219999999,0.295884646,1.397909408,0.03968254,225.4,226,245.8,331,0.432624113,3,19.303030303,76,5,0.681685874,0.543251132,0.796922971,2,17,0.350653654,1.10051012,0.334,845,141,33,126,valid_condition_rows_all_recording,124,124,124,200,124,200.406362903,200.3315,0.444807885,200.028,200.8519,203.408,124,0.406362903,0.3315,0.444807885,0.028,0.8519,3.408,226,281,198,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,124,198.080645161,198,6.276290104,156,206,216,124,28.271201613,28.65,11.877907394,0.113,42.4156,89.987,124,225.379032258,225,12.187286953,191,243.85,281,124,225.975806452,225.5,12.453793434,191,243.85,281,123,226.349593496,226,12.477510089,191,243.9,281,123,4.431253683,4.424778761,0.245253188,3.558718861,4.987804878,5.235602094,1,1,1,0,0,0,0,0,0
T-E4,te4_500ms_run-01,500,1,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay500/delay500_run-1.bag,move_base_computeVelocityCommands/delay500/delay_results-1.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay500/delay500_run-1.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay500/delay_results-1.csv,32.268,20.891,48.401,27.51,,SUCCEEDED,Goal reached.,no,4.701305065,0.253333718,0.163130097,0.219999999,0.367973511,1.37,0.090909091,509.444444444,520,537.7,637,0.471014493,6,29.85,56,5,0.757802721,0.59884589,0.790239826,1,0,0.44939488,1.054240942,0.637,825,138,40,55,valid_condition_rows_all_recording,53,53,53,500,53,500.300735849,500.239,0.236187356,500.027,500.6894,501.372,53,0.300735849,0.239,0.236187356,0.027,0.6894,1.372,520,547,494,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,53,493.79245283,494,6.443119438,478,504,510,53,23.741830189,25.572,12.204696331,0.105,41.0436,47.474,53,516.490566038,520,13.854494746,478,535.2,542,53,516.679245283,520,13.965305341,478,535.2,544,52,516.826923077,520,13.927995723,478,534.25,547,52,1.936289462,1.923076923,0.053223588,1.828153565,2.03853028,2.092050209,1,1,1,0,0,0,0,0,0
T-E4,te4_500ms_run-02,500,2,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay500/delay500_run-2.bag,move_base_computeVelocityCommands/delay500/delay_results-2.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay500/delay500_run-2.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay500/delay_results-2.csv,36.426,24.45,56.937,32.487,,SUCCEEDED,Goal reached.,no,4.962364897,0.263348043,0.146550222,0.219999999,0.407145494,1.37,0.107692308,507.609375,518,532.55,632,0.472392638,8,15.583333333,44,5,0.635869485,0.461486521,0.725756671,1,2,0.451596346,0.922448754,0.632,975,163,48,65,valid_condition_rows_all_recording,63,63,63,500,63,500.357365079,500.288,0.283111417,500.102,500.7746,502.056,63,0.357365079,0.288,0.283111417,0.102,0.7746,2.056,518,558,493,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,63,492.841269841,493,5.403721386,473,502.8,506,63,20.97331746,24.627,13.311788078,0.098,36.2195,57.768,63,513.301587302,517,14.769885361,487,531.9,557,63,513.492063492,518,14.867015901,487,531.9,557,62,513.774193548,518,14.83617572,487,530.95,558,62,1.947992261,1.930501931,0.056777148,1.792114695,2.0489708,2.05338809,1,1,1,0,0,0,0,0,0
T-E4,te4_500ms_run-03,500,3,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay500/delay500_run-3.bag,move_base_computeVelocityCommands/delay500/delay_results-3.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay500/delay500_run-3.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay500/delay_results-3.csv,67.498,22.469,,,64.756,NO_RESULT,,no,4.666004964,0.283854544,0.04557558,0.219999999,0.630980347,1.37,0.357512953,335.317708333,490.5,526.45,633,0.422839506,6,15.192982456,44,5,0.790692907,0.673097326,0.851275281,1,0,0.43349426,0.964931965,0.633,1943,324,57,193,valid_condition_rows_all_recording,138,138,138,500,138,500.297862319,500.275,0.163388132,500.038,500.59455,500.802,138,0.297862319,0.275,0.163388132,0.038,0.59455,0.802,496,538,493,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,138,489.101449275,493,38.468546229,46,502,506,138,9.165934783,0.411,13.593146205,0.084,33.80865,49.848,138,497.623188406,496,41.441050014,46,528.15,533,138,497.782608696,496,41.519626725,46,528.15,538,137,497.883211679,496,41.532599828,47,527.2,538,137,2.137654679,2.016129032,1.648190896,1.858736059,2.071252459,21.276595745,0.992753623,0.992753623,1,0,0,0,0,0,0
T-E4,te4_500ms_run-04,500,4,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay500/delay500_run-4.bag,move_base_computeVelocityCommands/delay500/delay_results-4.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay500/delay500_run-4.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay500/delay_results-4.csv,35.755,26.892,54.35,27.458,,SUCCEEDED,Goal reached.,no,4.595616562,0.271819323,0.161638953,0.219999999,0.35122423,1.37,0.111111111,518.075471698,519,532.4,629,0.347826087,4,33.055555556,54,5,0.792440728,0.678138287,0.855759003,1,0,0.429728255,0.982403755,0.629,824,138,36,54,valid_condition_rows_all_recording,53,53,53,500,53,500.332754717,500.303,0.188659023,500.044,500.6072,501.142,53,0.332754717,0.303,0.188659023,0.044,0.6072,1.142,519,541,494,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,53,493.962264151,494,4.827653771,482,501,503,53,21.914716981,25.174,12.099504836,0.092,33.0562,43.349,53,515.358490566,518,12.669002662,488,531,540,53,515.641509434,518,12.828895179,488,531.4,540,52,516,519,13.132805802,488,532,541,52,1.9392368,1.926782274,0.050187945,1.848428835,2.033986008,2.049180328,1,1,1,0,0,0,0,0,0
T-E4,te4_500ms_run-05,500,5,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay500/delay500_run-5.bag,move_base_computeVelocityCommands/delay500/delay_results-5.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay500/delay500_run-5.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay500/delay_results-5.csv,32.76,39.699,65.722,26.023,,SUCCEEDED,Goal reached.,no,4.680802418,0.274398118,0.172657203,0.219999999,0.275964884,1.37,0.115384615,510.254901961,519,538,630,0.461538462,5,16.121212121,47,5,0.817437038,0.690040738,0.844151544,1,0,0.466458647,0.914646029,0.63,781,130,33,52,valid_condition_rows_all_recording,50,50,50,500,50,500.355,500.2735,0.361865518,500.057,500.7073,502.465,50,0.355,0.2735,0.361865518,0.057,0.7073,2.465,518,542,493.5,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50,494.42,493.5,6.633526473,478,505,506,50,24.67028,26.356,10.378245607,0.097,37.1568,43.631,50,517.76,518.5,12.181551793,482,534.55,542,50,518.08,518.5,12.376475381,482,537.2,542,49,518.204081633,518,12.330483215,483,537.8,542,49,1.930825477,1.930501931,0.046525316,1.84501845,2.009677419,2.070393375,1,1,1,0,0,0,0,0,0
T-E4,te4_1000ms_run-01,1000,1,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay1000/delay1000_run-1.bag,move_base_computeVelocityCommands/delay1000/delay_results-1.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay1000/delay1000_run-1.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay1000/delay_results-1.csv,57.63,20.123,,,54.399,NO_RESULT,,no,6.045514963,0.223871082,0.084274894,0.219999999,0.485230097,1.37,0.273972603,751.361111111,991,1021.35,1101,0.338235294,4,30.52,56,5,0.496523291,0.07853592,0.158171673,0,2,0.24506289,0.603675604,1.101,1632,272,50,73,valid_condition_rows_all_recording,57,57,56,1000,56,1000.314553571,1000.292,0.190094419,1000.057,1000.6085,1001.065,56,0.314553571,0.292,0.190094419,0.057,0.6085,1.065,1006,1030,984,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,56,981.732142857,984,22.242866944,828,996.25,999,56,14.741642857,19.7435,12.177383525,0.281,29.41225,41.029,56,996.017857143,1004.5,28.090432581,828,1021.5,1030,56,996.107142857,1004.5,28.138410223,828,1021.5,1030,55,996.309090909,1006,28.515669979,828,1023,1030,55,1.004616728,0.994035785,0.032573028,0.970873786,1.031991744,1.207729469,1,1,1,0,0,1,1,0,0
T-E4,te4_1000ms_run-02,1000,2,MoveBase::executeCycle() before tc_->computeVelocityCommands(cmd_vel),move_base_computeVelocityCommands/delay1000/delay1000_run-2.bag,move_base_computeVelocityCommands/delay1000/delay_results-2.csv,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay1000/delay1000_run-2.bag,results_move_base_computeVelocityCommands/move_base_computeVelocityCommands/delay1000/delay_results-2.csv,40.936,25.085,59.643,34.558,,SUCCEEDED,Goal reached.,no,5.654772327,0.240525052,0.160033852,0.219999999,0.31834802,0.921463966,0.111111111,987.371428571,1015,1030,1126,0.36416185,5,24.170731707,62,5,0.608720365,0.490347442,0.805538094,0,0,0.49067629,0.921463966,1.126,1037,173,41,36,valid_condition_rows_all_recording,34,34,34,1000,34,1000.294058824,1000.222,0.169928852,1000.062,1000.6252,1000.725,34,0.294058824,0.222,0.169928852,0.062,0.6252,0.725,1015,1030,987.5,997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,34,987.676470588,987.5,6.231496674,976,997,997,34,26.014647059,27.483,8.262626216,0.084,35.8495,36.981,34,1012.5,1014.5,9.714874568,987,1025.35,1030,34,1012.911764706,1014.5,9.780523773,987,1026,1030,33,1013.060606061,1015,9.851838007,987,1028.2,1030,33,0.987198989,0.985221675,0.009673598,0.970873786,1.005635445,1.013171226,1,1,1,0,0,0,0,0,0
